Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-01-18 08:00:00,1084785.04813707,1013.9875,0.125,78.1666666666667,0.0668862174512146,36.25,6.06125
2020-01-18 09:00:00,1144285.04813707,1014.2875,2.625,73.3333333333333,3.46938621745121,138.25,1.4225
2020-01-18 10:00:00,1185785.04813707,1014.225,5.875,65.75,9.34938621745121,324.875,0.555
2020-01-18 11:00:00,1193285.04813707,1013.9375,3.125,63.5,13.2143862174512,89.375,8.45875
2020-01-18 12:00:00,1191785.04813707,1013.15,0.0,63.25,15.2518862174512,63.5,14.06125
2020-01-18 13:00:00,1178285.04813707,1012.0125,0.0,63.9166666666667,16.6968862174512,327.5,15.17625
2020-01-18 14:00:00,1175285.04813707,1011.025,0.0,67.8333333333333,16.4418862174512,281.375,19.49
2020-01-18 15:00:00,1171785.04813707,1010.5,0.0,68.3333333333333,15.9518862174512,298.25,18.59375
2020-01-18 16:00:00,1162285.04813707,1010.225,0.0,68.75,15.1818862174512,307.875,19.515
2020-01-18 17:00:00,1158785.04813707,1010.225,0.0,67.6666666666667,14.5618862174512,328.5,17.94125
2020-01-18 18:00:00,1153785.04813707,1011.175,0.0,69.8333333333333,13.8168862174512,324.625,13.56625
2020-01-18 19:00:00,1121785.04813707,1012.1,0.0,73.9166666666667,11.4618862174512,316.875,6.535
2020-01-18 20:00:00,1095785.04813707,1012.725,0.0,77.4166666666667,9.91688621745121,132.125,2.58125
2020-01-18 21:00:00,1076285.04813707,1013.075,0.0,79.5,9.52188621745121,104.25,2.255
2020-01-18 22:00:00,1050285.04813707,1013.3125,0.0,78.1666666666667,10.2293862174512,31.375,6.4825
2020-01-18 23:00:00,1021785.04813707,1013.4,0.0,80.5,7.65438621745122,153.625,6.11625
2020-01-19 00:00:00,993285.04813707,1013.1625,0.0,80.4166666666667,6.94438621745122,110.25,4.305
2020-01-19 01:00:00,976785.04813707,1012.7375,0.0,82.25,6.68188621745121,152.875,10.17125
2020-01-19 02:00:00,968285.04813707,1012.525,0.0,83.8333333333333,5.40188621745121,164.25,11.855
2020-01-19 03:00:00,959285.04813707,1012.2375,0.0,83.3333333333333,5.09938621745122,115.0,9.63
2020-01-19 04:00:00,953285.04813707,1011.9625,0.0,83.6666666666667,3.86688621745121,122.0,7.60875
2020-01-19 05:00:00,957285.04813707,1011.8625,0.0,85.8333333333333,3.30688621745121,128.375,8.7175
2020-01-19 06:00:00,960285.04813707,1012.75,0.0,84.1666666666667,2.05688621745122,97.75,4.4625
2020-01-19 07:00:00,959285.04813707,1014.275,0.0,80.1666666666667,3.33688621745121,95.875,4.215
