"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-30 08:00:00,1063698.43213707,1013.2,25,66.5,6.17188621745122,76.75,8.9275
2021-01-30 09:00:00,1128160.43213707,1013.675,12.5,59.8333333333333,11.6818862174512,101.75,4.5
2021-01-30 10:00:00,1162426.93213707,1014.125,9.5,55.3333333333333,18.0868862174512,122.5,5.0975
2021-01-30 11:00:00,1174914.43213707,1013.975,6,51.8333333333333,21.0418862174512,301,6.495
2021-01-30 12:00:00,1173269.43213707,1013.275,0.5,54.3333333333333,20.8768862174512,271.25,16.74
2021-01-30 13:00:00,1163596.93213707,1012.175,0,58.6666666666667,19.9368862174512,271.25,16.9425
2021-01-30 14:00:00,1166472.93213707,1011.2,0,62.8333333333333,20.5618862174512,280.75,18.045
2021-01-30 15:00:00,1163671.93213707,1010.75,1.25,65.3333333333333,19.0768862174512,277.75,20.795
2021-01-30 16:00:00,1158255.93213707,1010.625,5.25,69,17.1568862174512,279,22.715
2021-01-30 17:00:00,1145098.43213707,1010.75,9.5,72,16.3168862174512,267.25,18.8875
2021-01-30 18:00:00,1148356.43213707,1011.25,26.5,72.6666666666667,15.6818862174512,287,15.51
2021-01-30 19:00:00,1137319.43213707,1012.025,30.5,80.1666666666667,12.3768862174512,285.5,12.5225
2021-01-30 20:00:00,1110247.93213707,1012.875,37.25,80,12.0718862174512,324.25,8.94
2021-01-30 21:00:00,1083082.43213707,1013.35,39.75,82.1666666666667,10.4668862174512,311.25,6.8125
2021-01-30 22:00:00,1058742.93213707,1013.475,38.25,79.6666666666667,10.0618862174512,76.75,6.9925
2021-01-30 23:00:00,1035641.43213707,1013.275,39.5,80.3333333333333,9.91688621745121,302.75,5.3225
2021-01-31 00:00:00,1011907.93213707,1013.3,30.5,79.8333333333333,8.47188621745122,327,8.1625
2021-01-31 01:00:00,996324.93213707,1012.875,27.25,83.1666666666667,8.06188621745122,16.5,4.025
2021-01-31 02:00:00,986216.93213707,1012.45,25.25,82.6666666666667,7.91688621745121,356,9.03
2021-01-31 03:00:00,977414.93213707,1012.075,29.75,82.5,7.62688621745122,91.25,10.6575
2021-01-31 04:00:00,971778.43213707,1012.175,24.25,84.6666666666667,5.94688621745121,30,2.9
2021-01-31 05:00:00,973878.93213707,1012.35,24.25,84.6666666666667,5.66188621745122,44,2.7275
2021-01-31 06:00:00,979219.93213707,1012.8,21.5,84.1666666666667,5.70688621745122,27.75,5.54
2021-01-31 07:00:00,982489.43213707,1013.4,23,82.6666666666667,5.97188621745121,22.25,3.1675
