Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-02-08 08:00:00,1096736.40613707,1016.95,5.0,68.1666666666667,7.65438621745121,9.0,7.3225
2020-02-08 09:00:00,1161225.04613707,1017.0875,4.375,63.0833333333333,12.1143862174512,79.875,5.86875
2020-02-08 10:00:00,1216273.33013707,1016.925,3.625,58.9166666666667,17.4743862174512,127.0,4.405
2020-02-08 11:00:00,1230582.17013707,1016.7875,5.125,56.6666666666667,22.4418862174512,266.0,3.88625
2020-02-08 12:00:00,1231774.92213707,1015.975,4.375,55.4166666666667,24.0768862174512,249.0,10.95
2020-02-08 13:00:00,1228305.20813707,1014.6125,1.75,60.5833333333333,25.0893862174512,288.75,17.02125
2020-02-08 14:00:00,1249775.53213707,1013.6,2.75,62.9166666666667,23.6918862174512,284.875,18.545
2020-02-08 15:00:00,1242889.34813707,1012.9125,3.0,64.75,22.8868862174512,273.625,19.66625
2020-02-08 16:00:00,1228149.58613707,1012.55,0.375,61.3333333333333,22.0568862174512,275.375,17.0325
2020-02-08 17:00:00,1216319.80413707,1012.55,0.0,61.0833333333333,22.5868862174512,297.875,15.24
2020-02-08 18:00:00,1203219.10413707,1013.0625,0.0,62.4166666666667,20.7543862174512,320.625,11.67375
2020-02-08 19:00:00,1178206.24413707,1014.15,0.0,62.4166666666667,18.3318862174512,312.75,9.53
2020-02-08 20:00:00,1153709.86613707,1014.8625,10.75,65.1666666666667,16.3218862174512,342.75,9.885
2020-02-08 21:00:00,1132792.72813707,1015.1875,1.5,67.1666666666667,15.0493862174512,309.375,8.70375
2020-02-08 22:00:00,1105274.61013707,1015.2,0.0,66.75,14.8993862174512,51.75,10.2725
2020-02-08 23:00:00,1077846.22213707,1015.525,0.0,62.6666666666667,14.8268862174512,126.25,6.74375
2020-02-09 00:00:00,1045785.04813707,1015.3625,0.0,65.0,13.0943862174512,111.125,4.87125
2020-02-09 01:00:00,1026785.04813707,1014.7375,0.0,63.4166666666667,13.6918862174512,148.75,5.555
2020-02-09 02:00:00,1010785.04813707,1014.2,0.0,65.75,12.3843862174512,169.0,6.38125
2020-02-09 03:00:00,994785.04813707,1013.8375,0.0,70.5,10.7718862174512,315.25,8.3425
2020-02-09 04:00:00,985785.04813707,1013.6125,0.0,74.5833333333333,9.15438621745122,45.625,5.73375
2020-02-09 05:00:00,984285.04813707,1013.6875,0.0,73.0833333333333,8.91688621745121,12.5,10.48
2020-02-09 06:00:00,990785.04813707,1014.1375,0.0,72.1666666666667,7.70688621745122,42.25,4.285
2020-02-09 07:00:00,986785.04813707,1014.6,0.0,68.5833333333333,9.05188621745121,70.625,2.6525
