Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-01-20 08:00:00,1160785.04813707,1016.0875,0.0,85.6666666666667,4.56938621745121,99.875,1.32375
2020-01-20 09:00:00,1243785.04813707,1016.3125,10.75,80.9166666666667,7.70688621745121,138.0,3.60875
2020-01-20 10:00:00,1290785.04813707,1016.325,12.0,75.25,13.0868862174512,223.5,3.3575
2020-01-20 11:00:00,1307285.04813707,1016.0125,4.875,73.5,15.4443862174512,286.75,3.18125
2020-01-20 12:00:00,1305285.04813707,1015.25,0.625,74.25,15.3093862174512,279.125,14.395
2020-01-20 13:00:00,1295785.04813707,1014.05,0.0,75.8333333333333,14.4943862174512,278.25,20.0675
2020-01-20 14:00:00,1305285.04813707,1013.1,0.0,75.1666666666667,14.1193862174512,268.75,20.0025
2020-01-20 15:00:00,1304285.04813707,1012.55,0.0,75.3333333333333,14.8118862174512,243.875,15.805
2020-01-20 16:00:00,1297785.04813707,1012.5,0.0,77.0833333333333,13.2968862174512,303.0,16.2675
2020-01-20 17:00:00,1278285.04813707,1012.7,12.0,79.8333333333333,11.4593862174512,280.875,15.19875
2020-01-20 18:00:00,1257285.04813707,1013.2375,31.25,83.1666666666667,10.5093862174512,280.375,12.65125
2020-01-20 19:00:00,1212285.04813707,1013.9875,45.625,84.8333333333333,9.65438621745121,273.125,10.1275
2020-01-20 20:00:00,1172285.04813707,1014.55,51.375,85.4166666666667,8.20938621745122,271.25,8.41
2020-01-20 21:00:00,1137785.04813707,1014.7,65.625,84.4166666666667,7.83188621745121,311.25,6.21375
2020-01-20 22:00:00,1099785.04813707,1014.6125,64.5,83.0833333333333,7.41188621745122,321.5,4.65875
2020-01-20 23:00:00,1061285.04813707,1014.425,77.5,85.1666666666667,6.94688621745122,291.375,7.33
2020-01-21 00:00:00,1030785.04813707,1013.9125,64.375,85.3333333333333,6.71938621745121,346.0,5.64375
2020-01-21 01:00:00,1018785.04813707,1013.5375,40.125,87.0833333333333,5.46188621745121,46.25,8.13
2020-01-21 02:00:00,1005785.04813707,1013.2,21.125,87.3333333333333,5.16938621745121,309.75,8.60375
2020-01-21 03:00:00,991785.04813707,1012.925,13.25,89.0833333333333,3.68188621745121,89.5,6.3725
2020-01-21 04:00:00,992785.04813707,1012.75,11.625,87.5833333333333,3.22688621745121,45.0,6.20375
2020-01-21 05:00:00,1001285.04813707,1012.75,11.5,91.5,1.87438621745121,32.375,7.77875
2020-01-21 06:00:00,1041285.04813707,1013.375,10.0,92.6666666666667,1.48688621745121,271.0,6.83375
2020-01-21 07:00:00,1093285.04813707,1014.2,8.875,88.3333333333333,2.78688621745121,23.875,10.0675
