Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-01-30 08:00:00,1236785.04813707,1017.0875,50.625,74.4166666666667,12.9618862174512,107.75,8.625
2020-01-30 09:00:00,1328785.04813707,1017.6125,60.5,68.75,16.9943862174512,83.875,8.315
2020-01-30 10:00:00,1377785.04813707,1017.65,59.75,67.25,19.7243862174512,111.5,7.305
2020-01-30 11:00:00,1391785.04813707,1017.175,61.875,64.8333333333333,21.0843862174512,107.375,7.705
2020-01-30 12:00:00,1400285.04813707,1016.725,59.0,61.5,23.4843862174512,67.625,10.8325
2020-01-30 13:00:00,1387285.04813707,1015.7,60.25,57.8333333333333,26.4993862174512,221.25,11.38875
2020-01-30 14:00:00,1404785.04813707,1014.55,23.75,55.0,26.4468862174512,214.375,12.16
2020-01-30 15:00:00,1407785.04813707,1013.6125,33.25,61.4166666666667,21.8468862174512,290.625,13.96375
2020-01-30 16:00:00,1397285.04813707,1012.875,35.0,63.4166666666667,19.3668862174512,319.875,19.655
2020-01-30 17:00:00,1372785.04813707,1012.4625,35.25,65.3333333333333,18.9418862174512,324.125,22.1625
2020-01-30 18:00:00,1342285.04813707,1012.8125,57.5,62.5833333333333,20.7118862174512,324.875,16.11375
2020-01-30 19:00:00,1291285.04813707,1013.5625,42.25,61.4166666666667,19.6768862174512,340.5,11.19875
2020-01-30 20:00:00,1236785.04813707,1014.1625,15.125,64.25,18.9443862174512,346.75,10.9075
2020-01-30 21:00:00,1201285.04813707,1014.5875,11.75,65.0833333333333,18.1018862174512,222.875,9.40125
2020-01-30 22:00:00,1168785.04813707,1014.8625,12.0,68.3333333333333,16.7743862174512,36.25,10.11125
2020-01-30 23:00:00,1130785.04813707,1014.9875,22.0,67.6666666666667,16.5543862174512,21.75,11.50625
2020-01-31 00:00:00,1090285.04813707,1014.3375,46.0,64.5,16.0618862174512,18.375,10.8275
2020-01-31 01:00:00,1068285.04813707,1013.225,48.5,62.25,15.7268862174512,26.625,10.6775
2020-01-31 02:00:00,1053785.04813707,1012.5875,48.0,62.4166666666667,15.4168862174512,32.25,8.785
2020-01-31 03:00:00,1043285.04813707,1012.1625,48.5,62.0,15.1593862174512,19.75,7.2775
2020-01-31 04:00:00,1039785.04813707,1012.0,48.5,64.6666666666667,13.5718862174512,49.25,3.7725
2020-01-31 05:00:00,1058285.04813707,1012.2375,49.375,64.75,13.2793862174512,48.0,3.7225
2020-01-31 06:00:00,1088785.04813707,1013.2375,50.75,64.0833333333333,12.3968862174512,38.125,7.91625
2020-01-31 07:00:00,1148785.04813707,1014.3375,51.0,66.0833333333333,12.7968862174512,283.625,8.27125
