"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-14 08:00:00,1017568.43213707,1010.775,0,71.3333333333333,11.0568862174512,35.5,1.515
2021-02-14 09:00:00,1048310.43213707,1011.15,0,64.8333333333333,16.5868862174512,146.25,7.215
2021-02-14 10:00:00,1078898.43213707,1011.525,0,59.8333333333333,22.5218862174512,277,2.9475
2021-02-14 11:00:00,1097716.93213707,1011.325,0,55,27.8418862174512,338,12.37
2021-02-14 12:00:00,1097348.43213707,1010.225,0,53.5,29.0868862174512,257,13.7125
2021-02-14 13:00:00,1099684.43213707,1009.325,0,62,25.3818862174512,272.25,24.105
2021-02-14 14:00:00,1097912.93213707,1008.175,0,61.8333333333333,26.5168862174512,282.25,25.28
2021-02-14 15:00:00,1096751.93213707,1007.475,0,58.6666666666667,27.2318862174512,305.75,17.7625
2021-02-14 16:00:00,1096052.93213707,1007.225,12.25,60.3333333333333,25.8168862174512,320.25,18.775
2021-02-14 17:00:00,1090243.93213707,1007.6,12,59,25.3568862174512,332.25,17.0675
2021-02-14 18:00:00,1096193.18213707,1008.25,1.5,61.3333333333333,22.8318862174512,335.25,14.9325
2021-02-14 19:00:00,1097797.93213707,1009.1,5.5,61.6666666666667,20.6368862174512,340.5,11.86
2021-02-14 20:00:00,1093827.93213707,1009.9,8.5,62,20.4568862174512,343.25,14.2475
2021-02-14 21:00:00,1087203.43213707,1010.525,6.5,61.5,19.1568862174512,24.25,8.7175
2021-02-14 22:00:00,1069617.93213707,1010.825,19.5,61.5,18.9068862174512,329.25,9.46
2021-02-14 23:00:00,1055969.43213707,1010.675,31,63,17.3668862174512,73.75,9.9575
2021-02-15 00:00:00,1030281.93213707,1010.55,35.25,62.6666666666667,16.6818862174512,341.75,5.7475
2021-02-15 01:00:00,1012892.43213707,1010.075,24.25,67.5,14.9018862174512,339.5,7.9625
2021-02-15 02:00:00,1001572.43213707,1009.675,27,68,14.5918862174512,336.5,11.405
2021-02-15 03:00:00,992397.43213707,1009.525,36.25,67.8333333333333,14.4518862174512,348.5,10.405
2021-02-15 04:00:00,990355.93213707,1009.65,35.75,67.5,13.2818862174512,268.25,9.145
2021-02-15 05:00:00,999710.93213707,1009.925,32.5,65.3333333333333,13.0868862174512,345.25,11.235
2021-02-15 06:00:00,1019839.43213707,1010.8,32.25,65.3333333333333,12.9368862174512,2,12.7925
2021-02-15 07:00:00,1067113.43213707,1011.7,9.75,68,11.8618862174512,43.75,3.1525
