"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-26 08:00:00,1118071.93213707,1014.675,1,62.8333333333333,4.43688621745121,104.25,6.065
2021-01-26 09:00:00,1187579.93213707,1015.15,2.25,55.3333333333333,12.2518862174512,103.5,4.815
2021-01-26 10:00:00,1230801.93213707,1015.35,3,51,18.6418862174512,115.25,4.1225
2021-01-26 11:00:00,1244348.43213707,1014.85,2.5,47,24.2218862174512,86.75,10.275
2021-01-26 12:00:00,1247023.93213707,1014,0.25,46,25.7318862174512,95.5,10.6325
2021-01-26 13:00:00,1232628.43213707,1012.85,0,44,26.5018862174512,209.75,12.485
2021-01-26 14:00:00,1240830.43213707,1011.75,0,46.5,25.5318862174512,233.75,12.2975
2021-01-26 15:00:00,1237461.93213707,1011.15,0,60.3333333333333,21.4718862174512,268.75,21.305
2021-01-26 16:00:00,1224164.68213707,1010.925,0,58.3333333333333,20.3668862174512,286.75,19.96
2021-01-26 17:00:00,1194098.43213707,1010.975,0,59.8333333333333,17.9018862174512,292,15.8775
2021-01-26 18:00:00,1163783.93213707,1011.35,0,61.6666666666667,16.3068862174512,305.75,15.5775
2021-01-26 19:00:00,1136348.93213707,1011.9,0,59,14.8368862174512,324.25,10.71
2021-01-26 20:00:00,1100792.43213707,1012.5,0,64,12.9968862174512,328.5,9.93
2021-01-26 21:00:00,1074361.93213707,1012.975,0,62,12.8568862174512,105.5,5.545
2021-01-26 22:00:00,1046173.93213707,1012.725,0,62.5,11.4968862174512,84,1.6475
2021-01-26 23:00:00,1020897.43213707,1012.825,0,62.6666666666667,10.0268862174512,84,0.8325
2021-01-27 00:00:00,997987.43213707,1012.35,0,62,9.25688621745121,49.5,2.265
2021-01-27 01:00:00,982996.93213707,1011.675,0,66.8333333333333,6.36688621745122,30,2.4225
2021-01-27 02:00:00,971766.43213707,1011.15,0,68,6.14688621745121,20.25,3.3225
2021-01-27 03:00:00,963210.93213707,1010.95,2.25,68.8333333333333,4.54688621745121,13,4.4225
2021-01-27 04:00:00,962255.43213707,1010.8,7,69.3333333333333,2.83188621745121,18,4.565
2021-01-27 05:00:00,970252.43213707,1011.075,20.25,71.3333333333333,3.66188621745121,34,3.66
2021-01-27 06:00:00,987062.93213707,1011.8,33.75,70.8333333333333,3.42688621745121,67.25,2.8825
2021-01-27 07:00:00,1033313.43213707,1012.6,55.75,73,2.17188621745121,69.75,2.35
