"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-24 08:00:00,992946.93213707,1014.3,3.25,57,7.28188621745121,60.25,9.215
2021-01-24 09:00:00,1019824.93213707,1014.875,2,53,12.7918862174512,48.25,13.345
2021-01-24 10:00:00,1041089.43213707,1015.2,1.75,51.8333333333333,15.9918862174512,51.75,14.855
2021-01-24 11:00:00,1053517.93213707,1014.8,0.25,50.8333333333333,19.6418862174512,47,13.2125
2021-01-24 12:00:00,1053177.43213707,1014.05,0,50.6666666666667,22.4718862174512,81,14.1175
2021-01-24 13:00:00,1047378.43213707,1012.85,0,50.1666666666667,23.9018862174512,52,8.5775
2021-01-24 14:00:00,1045147.93213707,1011.85,0,48,26.5318862174512,58.25,9.2275
2021-01-24 15:00:00,1042732.43213707,1011.35,0,49,25.0518862174512,335,11.78
2021-01-24 16:00:00,1040811.93213707,1011.275,0,52.6666666666667,23.0468862174512,304.25,18.8375
2021-01-24 17:00:00,1038300.43213707,1011.55,0,56.8333333333333,20.8218862174512,312.25,16.4925
2021-01-24 18:00:00,1051251.93213707,1011.95,0.25,56.1666666666667,18.8868862174512,321.5,16.5475
2021-01-24 19:00:00,1058010.93213707,1012.55,3,58,15.5518862174512,343.25,10.72
2021-01-24 20:00:00,1044992.43213707,1013.05,5,57.3333333333333,15.2468862174512,265.75,11.4125
2021-01-24 21:00:00,1034028.93213707,1013.35,4.25,58,14.9818862174512,177.75,12.77
2021-01-24 22:00:00,1012481.43213707,1013.525,2.75,58.5,13.5368862174512,10.5,9.7475
2021-01-24 23:00:00,993471.93213707,1013.725,3,56.8333333333333,12.9718862174512,15.75,11
2021-01-25 00:00:00,977582.43213707,1013.7,9.5,59.8333333333333,9.81188621745121,42.75,3.4175
2021-01-25 01:00:00,963850.43213707,1013.275,13,62.6666666666667,7.88688621745121,59.5,2.71
2021-01-25 02:00:00,953950.43213707,1012.8,17.75,64.5,7.38188621745121,73,2.3525
2021-01-25 03:00:00,949435.43213707,1012.625,23,60.8333333333333,6.80188621745121,101.5,6.4625
2021-01-25 04:00:00,948553.93213707,1012.6,24,63,5.19688621745121,98.75,8.41
2021-01-25 05:00:00,956566.93213707,1012.875,24.25,62.5,4.80688621745121,79.75,7.76
2021-01-25 06:00:00,976279.93213707,1013.525,24.75,61.6666666666667,4.64688621745121,80,9.9675
2021-01-25 07:00:00,1026962.93213707,1014.4,19.75,63.1666666666667,3.74188621745121,102,9.2475
