"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-22 08:00:00,1124165.43213707,1015,26.5,72.1666666666667,6.13188621745121,67.25,1.2075
2021-01-22 09:00:00,1192566.93213707,1015.5,22,66.6666666666667,9.77188621745121,9.75,7.8675
2021-01-22 10:00:00,1236891.93213707,1015.875,22,61.1666666666667,14.3218862174512,344,3.8975
2021-01-22 11:00:00,1255988.93213707,1015.4,20.5,56.6666666666667,19.1268862174512,343.5,8.71
2021-01-22 12:00:00,1256840.43213707,1014.275,12.75,57.3333333333333,18.1918862174512,181.75,12.6675
2021-01-22 13:00:00,1242167.43213707,1012.925,8.75,63.3333333333333,18.3018862174512,263.25,18.5025
2021-01-22 14:00:00,1236817.43213707,1012.025,3.75,59.1666666666667,20.6018862174512,307.75,17.7325
2021-01-22 15:00:00,1218726.93213707,1011.425,1.25,59.3333333333333,20.2718862174512,303.75,21.8275
2021-01-22 16:00:00,1204634.93213707,1011.125,1,59.5,18.1568862174512,310,19.6125
2021-01-22 17:00:00,1179864.93213707,1011.175,0,57.8333333333333,17.4668862174512,326.5,16.7875
2021-01-22 18:00:00,1155214.93213707,1011.6,0,60.6666666666667,15.7018862174512,322,16.9125
2021-01-22 19:00:00,1123258.43213707,1012.25,0,59.3333333333333,13.7068862174512,333.5,17.72
2021-01-22 20:00:00,1098348.93213707,1012.825,0,61.3333333333333,12.0318862174512,340.25,13.7375
2021-01-22 21:00:00,1064503.43213707,1013.075,0,61.3333333333333,11.7418862174512,179,12.17
2021-01-22 22:00:00,1037161.43213707,1013.2,0,62,11.3968862174512,25.5,10.1775
2021-01-22 23:00:00,1011063.43213707,1013.175,0,60.5,9.74188621745121,55.25,10
2021-01-23 00:00:00,992006.43213707,1012.85,0,61.1666666666667,8.15688621745121,26.5,9.1
2021-01-23 01:00:00,977087.43213707,1012.375,4.25,61.5,5.94688621745122,16.5,13.3725
2021-01-23 02:00:00,967218.43213707,1011.7,20.75,57.6666666666667,7.59688621745121,321.75,12.1325
2021-01-23 03:00:00,959674.43213707,1011.575,31.25,59.3333333333333,5.55188621745121,17.75,5.5275
2021-01-23 04:00:00,958660.93213707,1011.475,37.25,60,4.93188621745121,20.75,5.58
2021-01-23 05:00:00,966002.43213707,1011.825,37.25,66,2.24688621745121,31.5,5.005
2021-01-23 06:00:00,978224.93213707,1012.6,24.75,64.6666666666667,0.681886217451215,47.5,4.6
2021-01-23 07:00:00,1004984.93213707,1013.4,20.25,63.6666666666667,2.15188621745121,53,4.035
