Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-01-28 08:00:00,1193285.04813707,1014.2,1.5,75.6666666666667,10.9493862174512,81.5,9.3375
2020-01-28 09:00:00,1268285.04813707,1014.875,0.0,72.75,14.2368862174512,89.25,3.57125
2020-01-28 10:00:00,1321285.04813707,1015.3875,13.375,68.25,17.8618862174512,69.625,8.59875
2020-01-28 11:00:00,1331785.04813707,1015.7,15.5,68.0,20.5268862174512,122.375,7.95375
2020-01-28 12:00:00,1333285.04813707,1015.175,17.25,64.9166666666667,22.4593862174512,159.0,7.5
2020-01-28 13:00:00,1327785.04813707,1013.7375,33.75,61.9166666666667,24.4768862174512,255.5,9.655
2020-01-28 14:00:00,1338785.04813707,1012.5125,18.375,60.8333333333333,24.9918862174512,183.0,13.875
2020-01-28 15:00:00,1323285.04813707,1011.9375,28.5,63.0833333333334,23.8893862174512,220.0,16.87
2020-01-28 16:00:00,1314285.04813707,1011.8,36.25,68.3333333333333,21.1293862174512,310.375,17.05875
2020-01-28 17:00:00,1297785.04813707,1012.275,49.5,69.0,19.2418862174512,272.125,14.29375
2020-01-28 18:00:00,1279285.04813707,1012.9125,70.0,68.5833333333333,19.1693862174512,301.375,13.6675
2020-01-28 19:00:00,1228285.04813707,1013.7875,55.5,71.75,17.4368862174512,342.875,10.21
2020-01-28 20:00:00,1186785.04813707,1014.4625,47.625,73.5,15.7493862174512,135.125,9.74125
2020-01-28 21:00:00,1155285.04813707,1014.8875,40.5,74.1666666666667,15.3043862174512,7.5,10.40875
2020-01-28 22:00:00,1119285.04813707,1015.1625,21.5,73.75,15.5443862174512,17.75,7.66375
2020-01-28 23:00:00,1080285.04813707,1015.4125,28.5,70.8333333333333,16.7218862174512,45.25,9.60375
2020-01-29 00:00:00,1061785.04813707,1015.0875,15.125,72.3333333333333,15.5718862174512,46.875,9.98875
2020-01-29 01:00:00,1043285.04813707,1014.25,13.0,73.3333333333333,14.5393862174512,50.5,7.40375
2020-01-29 02:00:00,1025285.04813707,1013.7625,1.25,76.25,13.1968862174512,73.25,7.115
2020-01-29 03:00:00,1015785.04813707,1013.5375,1.125,75.0,12.7943862174512,70.125,4.04625
2020-01-29 04:00:00,1011785.04813707,1013.5125,4.625,76.5,11.3818862174512,80.75,3.74875
2020-01-29 05:00:00,1030285.04813707,1013.8875,12.5,75.5,12.2968862174512,65.75,10.46375
2020-01-29 06:00:00,1065285.04813707,1014.9,12.125,76.5,11.3168862174512,68.375,8.45875
2020-01-29 07:00:00,1128785.04813707,1015.9875,11.5,74.8333333333333,11.5568862174512,56.625,13.39375
