Time,Forecast_Cloud Cover (%),Forecast_Pressure_kpa,Forecast_Temperature (C),Forecast_Wind Direction (deg),Forecast_Wind Speed (kmh)
2020-02-15 08:00:00,6,1011,16,100,8
2020-02-15 09:00:00,6,1012,16,131,9
2020-02-15 10:00:00,6,1012,18,187,11
2020-02-15 11:00:00,6,1011,18,242,13
2020-02-15 12:00:00,7,1011,18,297,16
2020-02-15 13:00:00,6,1010,18,296,18
2020-02-15 14:00:00,4,1009,18,296,21
2020-02-15 15:00:00,3,1009,16,295,24
2020-02-15 16:00:00,3,1009,14,299,23
2020-02-15 17:00:00,2,1009,14,302,22
2020-02-15 18:00:00,2,1009,12,306,21
2020-02-15 19:00:00,2,1010,10,275,18
2020-02-15 20:00:00,2,1010,6,245,14
2020-02-15 21:00:00,1,1011,4,215,11
2020-02-15 22:00:00,3,1011,4,149,10
2020-02-15 23:00:00,4,1011,4,84,9
2020-02-16 00:00:00,5,1011,4,19,7
2020-02-16 01:00:00,7,1011,6,19,7
2020-02-16 02:00:00,8,1011,10,20,7
2020-02-16 03:00:00,10,1010,12,20,7
2020-02-16 04:00:00,11,1010,12,18,8
2020-02-16 05:00:00,12,1011,12,15,9
2020-02-16 06:00:00,12,1011,10,12,9
2020-02-16 07:00:00,11,1011,12,45,10
