Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
2020-02-03 08:00:00,1223285.04813707,1015.0625,0.0,77.25,8.08438621745122,118.625,0.945
2020-02-03 09:00:00,1321285.04813707,1015.5,0.0,70.5833333333333,14.5343862174512,120.5,3.395
2020-02-03 10:00:00,1388785.04813707,1015.7875,0.0,62.0833333333333,22.5818862174512,80.5,7.0925
2020-02-03 11:00:00,1413285.04813707,1015.625,0.0,56.4166666666667,28.0718862174512,53.375,8.58875
2020-02-03 12:00:00,1413785.04813707,1014.95,0.0,54.9166666666667,29.6243862174512,101.375,12.85
2020-02-03 13:00:00,1406285.04813707,1013.8125,0.0,54.25,30.4618862174512,152.375,13.555
2020-02-03 14:00:00,1419285.04813707,1012.825,0.0,54.0,30.2693862174512,218.125,13.62375
2020-02-03 15:00:00,1414285.04813707,1012.3,0.0,65.4166666666667,24.8718862174512,255.75,19.72125
2020-02-03 16:00:00,1409785.04813707,1011.95,0.0,64.6666666666667,24.4668862174512,294.625,17.5
2020-02-03 17:00:00,1380785.04813707,1011.9625,0.0,68.8333333333333,21.3968862174512,284.0,14.76375
2020-02-03 18:00:00,1342785.04813707,1012.4625,0.0,69.75,20.4318862174512,288.875,12.9975
2020-02-03 19:00:00,1283785.04813707,1013.1,0.0,73.8333333333333,17.1743862174512,331.0,8.11625
2020-02-03 20:00:00,1226285.04813707,1013.8375,0.0,70.5,16.3818862174512,340.25,7.42875
2020-02-03 21:00:00,1183785.04813707,1014.2,0.0,67.6666666666667,16.1493862174512,312.0,9.3725
2020-02-03 22:00:00,1138785.04813707,1014.55,0.0,65.4166666666667,16.5268862174512,7.75,10.04375
2020-02-03 23:00:00,1101785.04813707,1014.55,0.0,64.1666666666667,17.4668862174512,52.125,6.9275
2020-02-04 00:00:00,1067285.04813707,1014.0625,0.0,65.1666666666667,15.9043862174512,106.125,1.4725
2020-02-04 01:00:00,1044785.04813707,1013.375,0.0,67.9166666666667,14.2268862174512,170.875,4.7425
2020-02-04 02:00:00,1029285.04813707,1012.9,0.0,69.75,12.6768862174512,163.0,5.65
2020-02-04 03:00:00,1019285.04813707,1012.5625,0.0,74.5833333333333,10.8668862174512,178.25,6.6775
2020-02-04 04:00:00,1013285.04813707,1012.3625,0.0,76.75,10.4318862174512,79.25,6.4375
2020-02-04 05:00:00,1020285.04813707,1012.4125,0.0,80.1666666666667,9.38438621745122,79.375,9.01625
2020-02-04 06:00:00,1057285.04813707,1012.9,0.0,76.25,9.50938621745121,78.375,7.635
2020-02-04 07:00:00,1119785.04813707,1013.525,0.0,72.1666666666667,11.1618862174512,93.375,10.59125
