Time,Forecast_Cloud Cover (%),Forecast_Pressure_kpa,Forecast_Temperature (C),Forecast_Wind Direction (deg),Forecast_Wind Speed (kmh)
2020-02-08 08:00:00,2,1017,16,92,10
2020-02-08 09:00:00,2,1017,16,128,10
2020-02-08 10:00:00,2,1017,18,195,11
2020-02-08 11:00:00,2,1016,18,261,12
2020-02-08 12:00:00,2,1016,20,327,13
2020-02-08 13:00:00,1,1015,20,324,16
2020-02-08 14:00:00,1,1014,18,320,20
2020-02-08 15:00:00,0,1013,18,317,23
2020-02-08 16:00:00,0,1013,18,322,23
2020-02-08 17:00:00,0,1013,16,327,23
2020-02-08 18:00:00,0,1013,16,333,23
2020-02-08 19:00:00,0,1014,12,304,19
2020-02-08 20:00:00,0,1014,10,276,16
2020-02-08 21:00:00,0,1015,8,247,12
2020-02-08 22:00:00,1,1015,8,173,11
2020-02-08 23:00:00,1,1015,8,100,9
2020-02-09 00:00:00,1,1015,8,26,7
2020-02-09 01:00:00,1,1014,10,19,9
2020-02-09 02:00:00,0,1014,14,12,10
2020-02-09 03:00:00,0,1013,18,6,11
2020-02-09 04:00:00,1,1013,16,10,11
2020-02-09 05:00:00,1,1014,16,14,12
2020-02-09 06:00:00,2,1014,14,18,12
2020-02-09 07:00:00,3,1014,16,58,10
