"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-01-25 08:00:00,1109715.93213707,1015.1,17.5,60.3333333333333,7.11688621745121,83.75,9.2375
2021-01-25 09:00:00,1198933.43213707,1015.6,18.25,57,11.9918862174512,81.75,11.105
2021-01-25 10:00:00,1236697.43213707,1016,16,53.6666666666667,17.7268862174512,82,8.91
2021-01-25 11:00:00,1241249.43213707,1015.925,12,52.1666666666667,21.2468862174512,82.5,10.38
2021-01-25 12:00:00,1236951.43213707,1015.05,1.25,49.6666666666667,23.3018862174512,97.75,10.0525
2021-01-25 13:00:00,1227512.93213707,1013.925,0,47.5,25.0918862174512,29.25,11.3725
2021-01-25 14:00:00,1231931.93213707,1012.9,0,46,24.6468862174512,306.25,7.355
2021-01-25 15:00:00,1229842.43213707,1012.275,0,48,24.1868862174512,321.25,14.3425
2021-01-25 16:00:00,1219212.43213707,1012.1,0,48.8333333333333,23.8818862174512,313,14.8475
2021-01-25 17:00:00,1191945.93213707,1012.25,0,55,21.0918862174512,293.5,23.5
2021-01-25 18:00:00,1165969.43213707,1012.8,0,57.6666666666667,18.4518862174512,316.5,16.385
2021-01-25 19:00:00,1126124.43213707,1013.45,0,59,14.9818862174512,331,15.8625
2021-01-25 20:00:00,1095019.43213707,1013.975,0,60,13.3118862174512,341.5,17.0275
2021-01-25 21:00:00,1062350.93213707,1014.15,0,59.3333333333333,11.8018862174512,346.25,12.645
2021-01-25 22:00:00,1035842.93213707,1014.15,0,58,11.6468862174512,7.25,8.3625
2021-01-25 23:00:00,1011445.43213707,1013.975,0,57.5,11.2068862174512,71.75,2.33
2021-01-26 00:00:00,1007463.93213707,1013.65,0,60,8.41688621745121,51,1.955
2021-01-26 01:00:00,991619.93213707,1013.075,0,61.3333333333333,8.19188621745121,59.75,2.3125
2021-01-26 02:00:00,982097.93213707,1012.5,0,64.8333333333333,6.51688621745121,74.25,7.465
2021-01-26 03:00:00,972524.93213707,1012.4,0.5,69.1666666666667,4.62688621745121,103.25,6.1075
2021-01-26 04:00:00,974004.43213707,1012.4,5.5,62.1666666666667,5.40688621745121,90.25,6.3825
2021-01-26 05:00:00,983433.93213707,1012.675,9,65.3333333333333,3.74188621745121,110.75,9.38
2021-01-26 06:00:00,998326.43213707,1013.3,3,65.6666666666667,2.33188621745122,126,9.1375
2021-01-26 07:00:00,1043699.43213707,1013.925,1,63.6666666666667,2.46188621745121,62.25,3.33
