"Time","Load (kW)","Pressure_kpa","Cloud Cover (%)","Humidity (%)","Temperature (C)","Wind Direction (deg)","Wind Speed (kmh)"
2021-02-12 08:00:00,1133705.43213707,1012.475,0,69.8333333333333,11.2318862174512,26.25,8.2075
2021-02-12 09:00:00,1216829.93213707,1012.95,0,63.3333333333333,15.1918862174512,256,3.34
2021-02-12 10:00:00,1270162.93213707,1013.4,0,58.5,19.7368862174512,297.25,1.705
2021-02-12 11:00:00,1287497.93213707,1013.15,0,54.8333333333333,23.1318862174512,307,7.14
2021-02-12 12:00:00,1288992.43213707,1012.55,0,52.8333333333333,24.0118862174512,308.25,13.1
2021-02-12 13:00:00,1278353.43213707,1011.325,0,52.6666666666667,25.2868862174512,315.75,16.1375
2021-02-12 14:00:00,1282475.43213707,1010.075,0,58.8333333333333,25.2818862174512,318,19.5025
2021-02-12 15:00:00,1275910.93213707,1009.275,2,59.1666666666667,24.1968862174512,305.5,20.375
2021-02-12 16:00:00,1271971.43213707,1008.95,2.25,57,23.2118862174512,302.75,18.05
2021-02-12 17:00:00,1240650.93213707,1009.35,0.5,58.5,21.7418862174512,308,15.13
2021-02-12 18:00:00,1204413.43213707,1009.65,0,61.1666666666667,19.6268862174512,293.5,11.8075
2021-02-12 19:00:00,1170330.43213707,1010.3,0,62.3333333333333,17.4668862174512,281.5,13.2625
2021-02-12 20:00:00,1130625.43213707,1010.925,0,66.6666666666667,15.6718862174512,289.5,15.06
2021-02-12 21:00:00,1105083.93213707,1011.4,0,71.6666666666667,14.1318862174512,300,12.765
2021-02-12 22:00:00,1079016.43213707,1011.275,0,76.6666666666667,12.6068862174512,304.75,10.57
2021-02-12 23:00:00,1055520.93213707,1010.9,0,77.6666666666667,12.0518862174512,321.25,12.245
2021-02-13 00:00:00,1037379.93213707,1010.5,0,76.8333333333333,11.5968862174512,339,11.6775
2021-02-13 01:00:00,1021764.93213707,1009.85,0,77.8333333333333,10.0718862174512,264.5,8.92
2021-02-13 02:00:00,1009098.93213707,1009.2,0.25,77.5,9.56188621745121,259.75,6.9375
2021-02-13 03:00:00,999289.43213707,1008.95,0.75,79.1666666666667,9.34688621745121,9,6.6525
2021-02-13 04:00:00,992328.43213707,1008.85,0,80.8333333333333,7.62188621745121,15,8.4725
2021-02-13 05:00:00,994794.43213707,1009.075,0,84,7.13188621745121,23.75,7.965
2021-02-13 06:00:00,1007316.43213707,1009.7,0,83.6666666666667,5.70188621745121,59.5,2.58
2021-02-13 07:00:00,1028058.43213707,1010.65,0,78.8333333333333,7.40188621745121,121.5,5.965
